Должность,Компания,Доход,Адрес,Ссылка 
['Офис-менеджер', 'ЗЭЛМАШ', 'от 35 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73080094?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Работник торгового зала (Рязань)', 'Работут', 'от 28 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72935763?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Пекарь (Рязань', 'Пятёрочка. Магазины', '30 500 – 35 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/71989232?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Стоматолог (универсал)', 'ООО Миллениум', 'от 100 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73257149?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Менеджер по продажам станков и узлов', 'ООО ПКФ Станкосервис', '60 000 – 60 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73080277?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Продавец-кассир (Рязань', 'Пятёрочка. Магазины', '28 000 – 32 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/67453670?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Электромонтер по ремонту и обслуживанию электрооборудования в электроцех', 'ООО Рязанский Завод ЖБИ-2', 'от 50 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73127379?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Автоэлектрик', 'ООО Зеленый сад', 'до 90 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73124476?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Специалист по загородной недвижимости', 'ООО Агентство недвижимости Новоселье', '80 000 – 125 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/71689159?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Оператор по искусственному осеменению животных', 'ООО Вакинское Агро', '45 000 – 85 000 руб.', 'Рыбное', 'https://ryazan.hh.ru/vacancy/73036925?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Электромонтер', 'ООО БалтМостСтрой', '102 000 – 102 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73128292?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Специалист по ремонту цифровой техники', 'ИП Китрарь Александр Викторович', '45 000 – 70 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73076403?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Продавец-консультант', 'ИП Фролова И.А.', 'от 50 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73021531?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Менеджер по продажам', 'ООО Микс', '32 000 – 40 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72317494?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Токарь-фрезеровщик', 'ООО Велес', 'от 100 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73241640?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Специалист на производство', 'ООО СПЕКТР', '25 000 – 35 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73031223?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Начальник службы IT и КИПиА', 'ООО АльянсНефтеХим', 'от 70 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73246324?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Работник торгового зала (Рязань)', 'Работут', 'от 28 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72935763?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Экономист по труду и заработной плате', 'ООО Стройкомплектсервис', 'до 50 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73075261?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Менеджер по работе с клиентами', 'ООО Эксперт', 'от 35 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73011607?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Продавец (ул. Новоселов', 'Авангард', '30 000 – 35 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73036104?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Жиловщик', 'Глобус', '46 640 – 55 970 руб.', 'Москва', 'https://ryazan.hh.ru/vacancy/73133227?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Главный бухгалтер', 'КА СВР', '50 000 – 55 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73084071?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Специалист по охране труда', 'ООО Астон Крахмало-Продукты', 'от 60 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/71813044?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Сварщик на полуавтомат', 'ООО Металлостройконструкция', 'от 50 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73191654?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Шеф-монтажник', 'КСК ЭКСПЕРТ', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/73180846?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Машинист экскаватора', 'Водоканал города Рязани', '40 000 – 45 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73187820?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Помощник юрисконсульта', 'ООО Каркас-Стандарт', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/72311559?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Грузчик на склад', 'Пластика ОКОН', 'от 33 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/68794378?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Врач-рентгенолог ГУЗ «СУВОРОВСКАЯ ЦРБ»', 'ГУЗ ТО ТОМИАЦ', 'от 60 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/67922120?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Автоэлектрик-диагност (мультисервис)', 'Группа Компаний Автоимпорт', 'от 40 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73115949?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Менеджер по работе с тендерами', 'ООО Коболд-Инструментс', 'от 40 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73049743?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Работник склада', 'ИП Винокурова Александра Олеговна', 'от 85 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/71658853?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Специалист по работе с клиентами/Офис-менеджер', 'ООО ГрандХит', 'от 30 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72552521?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Менеджер отдела продаж (работа с призывниками)', 'ООО Ваш юрист', 'от 70 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/68632839?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Врач-проктолог', 'ООО ОН Клиник Рязань', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/73203476?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Продавец-консультант (ТЦ Премьер)', 'Elis', 'от 35 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72477124?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Ведущий инженер-конструктор', 'ПАО завод Красное знамя', 'от 70 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73268222?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Техник-электрик', 'ООО ПРИОРИТЕТ', 'от 30 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73082877?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Оператор контакт-центра Альфа банк (удаленно)', 'ООО Альтернативный контакт центр', '30 000 – 50 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72932958?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Оператор контактного центра (без продаж)', '101 Интернет', '30 000 – 30 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/70244466?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Старшая медицинская сестра / Старший медицинский брат стационара (Тюменская область', 'ГБУЗ ТО Областная больница №4 (г.Ишим)', 'от 42 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/67568365?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Бухгалтер по учету себестоимости (на производство)', 'Рельеф-Центр. Административный блок', '45 000 – 45 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72657549?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Менеджер по работе с клиентами (служба доставки удалённо)', 'ООО Телесейлз сервис', '30 000 – 35 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72803537?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Кредитный эксперт в автосалон', 'ПАО Совкомбанк', 'от 44 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72876785?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Электромонтажник по вторичным цепям 4-6 разряд (в Республике Бангладеш)', 'ООО «Корпорация АК «ЭСКМ»', 'от 105 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72088949?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Сметчик в строительно-монтажную компанию', 'КА СВР', '40 000 – 50 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73087595?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Начинающий специалист по продажам (Подработка)', 'ПАО Ростелеком', 'от 35 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/66953026?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Инженер по инструменту и оснастке', 'АО РРЗ-РУСАудио', 'от 30 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73059327?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Инженер-конструктор на производство', 'ООО Вулкан', '60 000 – 60 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73195276?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Электрогазосварщик', 'Водоканал города Рязани', 'от 35 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73187769?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Врач-терапевт участковый (с.Пискалы', 'ГБУЗ СО Ставропольская ЦРБ', 'от 56 000 руб.', 'Тольятти', 'https://ryazan.hh.ru/vacancy/69574171?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Оператор видеонаблюдения', 'Группа компаний Стройка', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/72805968?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Врач стоматолог-ортопед', 'ООО Меди Лайт', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/73145580?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Диспетчер', 'ООО Северная Компания', '30 000 – 30 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/71994531?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Электросварщик (Владимирская обл.)', 'ООО МетеорСтафф', '95 000 – 102 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73196497?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Врач акушер-гинеколог', 'ГБУЗ Архангельской области Котласская ЦГБ', 'от 40 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/69234609?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Зубной врач (детский)', 'ГБУЗ ЛО «Тихвинская МБ им. А.Ф. Калмыкова»', '50 000 – 50 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/66637593?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Главный специалист (по обследованию и наладке энергетического оборудования)', 'АО Рязанская нефтеперерабатывающая компания', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/73138945?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Продавец-кассир', 'Куриный дом', 'от 34 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72941137?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Оператор call-центра (Медицинский представитель)', 'ООО Брефи маркетинг', 'от 30 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/71677483?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Водитель категории С', 'Торговый дом Геркулес', 'от 51 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73032013?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Механик по транспорту', 'ООО РУСВАТА', 'от 40 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73063392?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Слесарь по эксплуатации и ремонту подземных газопроводов (с обучением)', 'АО Рязаньгоргаз', '26 460 – 26 460 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73015583?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Специалист по кадровому делопроизводству', 'ООО Инвестиционно-строительная группа МАРМАКС', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/71697008?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Контролер ОТК', 'ООО Консалтинг Групп', '98 000 – 98 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72965486?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Водитель-экспедитор категории СЕ', 'Бизнес-Ассистанс', 'от 145 000 руб.', 'Воронеж', 'https://ryazan.hh.ru/vacancy/73119940?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Ведущий специалист (по обследованию и наладке энергетического оборудования)', 'АО Рязанская нефтеперерабатывающая компания', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/73094802?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Врач сосудистый хирург/флеболог', 'ООО ОН Клиник Рязань', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/73203563?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Менеджер по продажам', 'ООО Делагро', '50 000 – 500 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73334328?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Водитель-экспедитор', 'JCat.ru', '60 000 – 90 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73098468?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Мастер по ремонту стиральных машин и холодильников', 'ЭЛЕКС', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/71713201?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Электромеханик по средствам автоматики и приборам технологического оборудования', 'АО Окское', 'от 48 300 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/71008615?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Delivery-менеджер', 'Сбер. IT', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/73199932?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Врач-анестезиолог-реаниматолог', 'ГУЗ ТО ТОМИАЦ', 'от 63 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/51731418?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Кладовщик в ТЦ "Барс"', 'Компания «СПОРТМАСТЕР»', 'от 28 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72963798?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Слесарь по ремонту автомобилей (БТС)', 'Деловые Линии', '80 000 – 120 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72553233?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Оператор ПК', 'FINIST финансы и страхование', 'от 25 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72337494?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Логопед-дефектолог', 'ООО Консилиум+', 'от 35 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73034674?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Торговый представитель', 'МИР ИНСТРУМЕНТА', 'от 65 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72941865?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Разнорабочий', 'ООО СК Техно-Стафф', '65 000 – 70 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73032822?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Грузчик', 'ООО Эльбрус', 'до 46 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/68647114?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Продавец-консультант (ТЦ Премьер)', 'Снежная Королева', 'от 49 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/44482602?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Менеджер по работе с клиентами', 'ООО Комплекс-62-Консалтинг', '32 000 – 45 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/66549777?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Повар', 'Европа', '38 000 – 50 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/71786866?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Производитель работ', 'ООО Специализированный Застройщик Ньютон', '100 000 – 120 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72807469?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Менеджер по работе с действующими клиентами', 'ООО Инвойс', 'от 25 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/67724864?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Охранник в г. Гусь-Хрустальный', 'ООО ЧОП Содействие', 'до 35 700 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72914784?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Прораб', 'ИП Прокудин Максим Васильевич', 'от 70 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72983982?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Начальник службы связи (Инженер по эксплуатации АТС)', 'ООО Кардинал', '38 000 – 38 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72953740?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Начальник службы кранового хозяйства', 'ООО Зеленый сад', 'от 115 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/71699673?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Электромонтер по ремонту и обслуживанию электрооборудования', 'АО ВМЗ', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/73030001?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Продавец-консультант мебели (ТЦ Премьер)', 'Хоум Тренд Солюшинс', 'от 35 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/70795524?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Комплектовщик / Вахта', 'ООО Кадровый Ресурс', 'от 75 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/71801173?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Слесарь-сантехник', 'Рельеф-Центр. Административный блок', '45 000 – 45 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73019551?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Монтажник санитарно-технических систем и оборудования', 'Гос. корп. ГАУ РО СШОР Академия единоборств', '19 000 – 19 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73033219?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Начинающий специалист по ремонту бытовой техники', 'ООО Технология', 'от 45 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72937014?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Директор по персоналу', 'ANCOR', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/73353001?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Машинист передвижного компрессора 6 разряда', 'АО Спецнефтетранс', '56 500 – 113 000 руб.', 'Урай', 'https://ryazan.hh.ru/vacancy/73120919?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Оператор склада', '5POST', '30 000 – 35 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72884295?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Контролер отдела административного контроля (служба безопасности)', 'Европа', '29 100 – 35 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72817982?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Рентгенолаборант', 'ГБУ РО Областная клиническая больница им. Н.А. Семашко', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/73004676?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Главный специалист по сопровождению обучения', '«Почта России»', '43 200 – 48 600 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/71330281?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Главный бухгалтер', 'ООО Северная Компания', '55 000 – 60 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73031602?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Продавец', 'ООО Рязанский областной учебный коллектор', 'от 25 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72805227?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Кредитный специалист', 'Банк Прио-Внешторгбанк', 'от 33 700 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/71808866?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Составитель поездов', 'ООО Консалтинг Групп', '83 000 – 91 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72963671?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Главный врач (в г. Рязань)', 'ООО Медицинский Центр Око', 'от 200 000 руб.', 'Москва', 'https://ryazan.hh.ru/vacancy/72795900?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Медицинская сестра/Медицинский брат стерилизационной', 'ГБУ РО Областная клиническая больница им. Н.А. Семашко', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/73004706?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Ведущий менеджер по продажам', '101 Интернет', '40 000 – 90 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/53874556?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Пеший курьер', 'ООО Пиццафабрика Рязань', '16 000 – 28 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72348926?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
